id	filename	md5	size	state
f98b15ec-bf28-4461-9fee-aaed0f6213e8	b2dc28e3-9f5b-45f3-8477-ad360e8c229b.rna_seq.augmented_star_gene_counts.tsv	1e8f062e0313c776452bd93af96446f4	4225382	released
5c869053-ffba-482b-a34e-123157b7bbe6	77da9e82-dfdb-4ed2-99d2-cf93ada9148d.rna_seq.augmented_star_gene_counts.tsv	4661193e0ec956a6bc2e0126c7ce3e75	4250551	released
79958b9d-8660-45b6-a9e9-3b7d7c3bc8bc	ca8de3ae-b88e-455b-88a7-8965e9bb1db7.rna_seq.augmented_star_gene_counts.tsv	e4aacebdb6c92db36da47f61e88f8dce	4236577	released
a3f39b2d-3f1e-48cf-91ed-78848217e7f2	3d788114-35e1-4ba5-a16c-39a3056b78fa.rna_seq.augmented_star_gene_counts.tsv	0036e8075b1aea0fcb7c2607c59abb3c	4240237	released
c43bbab5-0856-4535-890f-3e3c4288ea8e	d1e3e5f7-c2da-4a09-bca8-d57de1765f88.rna_seq.augmented_star_gene_counts.tsv	5c5df04505c527d9b0b23df87792f406	4238366	released
94f0d79c-bcf2-4b29-8bdb-5ce388f9eb39	05fe0842-a882-44b7-85ef-e3f8b6ec75b7.rna_seq.augmented_star_gene_counts.tsv	ee4e4680fe7a060253cbeca817914dac	4246080	released
01ef4ff8-b71e-40bf-bce6-4f854ce84d40	5226e424-90ad-46b7-9006-1d7bd713254d.rna_seq.augmented_star_gene_counts.tsv	f02c11ea4197ba961ef3e03cd334eac4	4231655	released
d5ed394c-293d-49eb-8187-a586a1835377	ce8e6e8f-80ae-4ea2-bddc-eb677aa3d8f9.rna_seq.augmented_star_gene_counts.tsv	1f5ab16d522824a71b0b7e41c7a104dc	4234679	released
653d54b0-3a4b-4d64-acb0-219b18b44b7d	d18c7f8e-069f-4c6f-95b8-0a8ec9d00337.rna_seq.augmented_star_gene_counts.tsv	253efb0b07e84acba4d38f69ed346d90	4265927	released
68826fe6-ddbd-4dad-b127-acb3ade5bed3	ca4ce338-d405-48f6-ac5c-5b3f78939f4e.rna_seq.augmented_star_gene_counts.tsv	630be59656daf358d4f6024f453fa781	4236286	released
96ba48d6-1a69-4acd-958c-cb6cd4086193	340949ba-34bd-4f53-bfd7-b0cd815abac8.rna_seq.augmented_star_gene_counts.tsv	5e2eb28439ec52d1ad0890c0b5f8d268	4239763	released
239beca7-7156-47aa-8f06-aebf31c17621	3a8026d4-4092-44d1-9ab9-55d6e47b3bfa.rna_seq.augmented_star_gene_counts.tsv	121bb50f4eb9464832c39ecb51618624	4244462	released
2e7811cc-8e4d-4aa3-b8f8-9eb3e7215d94	e2bdfe73-54cb-448c-8212-8918bba38e31.rna_seq.augmented_star_gene_counts.tsv	8c940f8beeb751f438cba37a35b265bc	4246148	released
a924a3e6-5a86-440c-bb17-4f39b8d27823	59c56aa9-a5e0-4685-a0b5-7dcb4d4ccc40.rna_seq.augmented_star_gene_counts.tsv	fcd7b1af0bd0c18862b9ba948f5903fd	4240328	released
5fe0e470-4e73-499d-91ef-25dc2a8a86f0	13406270-01f0-40df-90f1-1410630a1942.rna_seq.augmented_star_gene_counts.tsv	3f34227f08817cf2af8ae5ad66ff1e7d	4242298	released
f8280627-d534-4219-bc8b-207a5391936e	b90e3cf2-865f-4c4a-8667-3900fd0a2938.rna_seq.augmented_star_gene_counts.tsv	4027161159e1df579bbd3943d756af01	4233343	released
9b0915f6-ae06-42e6-ae4b-1d5265eb7c99	10a345de-527e-41e6-becf-4999ca1cd700.rna_seq.augmented_star_gene_counts.tsv	7c600449b2a53a98cc05eb141da4eb86	4241089	released
27a0dcf2-bf9e-4dd3-b0d1-2dcfc67e69ba	1782c608-e7e6-4413-8d87-660979f32485.rna_seq.augmented_star_gene_counts.tsv	38e8cf64bc2f79ef28d8a898fe271e8b	4247870	released
618c52c2-f68d-489c-b1d8-bbd199ca09af	c7131ada-188f-4d4f-a779-1b5ddbd25029.rna_seq.augmented_star_gene_counts.tsv	5346e87c75f68f2f84f8040816e6f78f	4236726	released
df400080-3154-4ad7-8f99-b21ea34da454	f6d01ca9-559e-4416-911e-458ae9eb7258.rna_seq.augmented_star_gene_counts.tsv	301b89aefe25a71b15fafe412abf8d22	4238801	released
1db84a0e-7ed1-423a-918e-23ac556360df	45950878-b6ec-4fcd-b4d4-fb7f6cde5a63.rna_seq.augmented_star_gene_counts.tsv	ba9f2622be5d3c62a6424dc796d5551e	4245953	released
3d0bb41e-059a-4289-901d-706064efd290	c876ca8c-cb96-4d78-a3a9-bffe491e4f21.rna_seq.augmented_star_gene_counts.tsv	12dbf64abdb866fabcdddc39106b708e	4234571	released
9228d862-6474-4447-b8d6-fd9b0a4ceb44	2beea237-6d1c-4495-a3ef-83f7e10564be.rna_seq.augmented_star_gene_counts.tsv	efa8817e3313faf9510d7472797c1ff6	4240933	released
